,title,description,url,publishedAt,content,domain,topic,injuries,trades,retirements,draft,all-stars,playoffs,rookies,highlights,fantasy
0,Running Diary: Rockets 121 | Lakers 111,"Below is a running diary of the Lakers’ game against the Houston Rockets, taking you through game day from start to finish.",https://www.nba.com/lakers/news/200206-running-diary-lakers-rockets,2020-02-07T06:40:50Z,"Copyright © 2020 NBA Media Ventures, LLC. All rights reserved.
 No portion of NBA.com may be duplicated, redistributed or manipulated in any form.
 This site is operated jointly by NBA and WarnerMedia. To opt out of the sale of your personal information as … [+563 chars]",nba.com,highlights,,,,,,,,,
1,LeBron James with 15 Assists vs. Houston Rockets,LeBron James with 15 Assists vs. Houston Rockets,http://www.nba.com/video/2020/02/07/0021900768-lebron-james-15-assists-vs-houston-rockets,2020-02-07T06:20:51Z,,nba.com,highlights,,,,,,,,,
2,Anthony Davis (32 points) Highlights vs. Houston Rockets,Anthony Davis (32 points) Highlights vs. Houston Rockets,http://www.nba.com/video/2020/02/07/0021900768-anthony-davis-32-points-highlights-vs-houston-rockets,2020-02-07T06:20:49Z,,nba.com,highlights,,,,,,,,,
3,Barkley: Rockets will face challenges without center,"Charles Barkley explains why he thinks the Rockets will struggle ""over the long haul"" of the regular season.",http://www.nba.com/video/2020/02/07/20200206-inside-rockets-lakers-postgame-analysis,2020-02-07T06:18:40Z,,nba.com,,,,,,,,,,
4,60-Second Recap: Los Angeles Lakers vs. Houston Rockets,60-Second Recap: Los Angeles Lakers vs. Houston Rockets,http://www.nba.com/video/2020/02/07/0021900768-los-angeles-lakers-vs-houston-rockets-game-highlights,2020-02-07T06:05:54Z,,nba.com,highlights,,,,,,,,,
5,Trail Blazers Overcome Free Throws With Threes Versus Spurs,"PORTLAND -- Considering the difference in fouls calls and free throws between the Trail Blazers and Spurs Thursday night, there were likely more than a few fans in attendance wondering if the home team was getting a fair shake.In the end, the Trail Blazers we…",https://www.nba.com/blazers/news/trail-blazers-overcome-free-throws-threes-versus-spurs,2020-02-07T05:31:59Z,"PORTLAND -- Considering the difference in fouls calls and free throws between the Trail Blazers and Spurs Thursday night, there were likely more than a few fans in attendance wondering if the home team was getting a fair shake.
In the end, the Trail Blazers … [+2227 chars]",nba.com,highlights,,,,,,,,,
6,Russell Westbrook with 16 Points in the 3rd Quarter vs. Los Angeles Lakers,Russell Westbrook with 16 Points in the 3rd Quarter vs. Los Angeles Lakers,http://www.nba.com/video/2020/02/07/0021900768-russell-westbrook-16-points-3rd-quarter-vs-los-angeles-lakers,2020-02-07T05:27:11Z,,nba.com,highlights,,,,,,,,,
7,Nike Game Growers Highlights Local Sacramento Youth,"By: Molly Weber In honor of National Girls and Women in Sports Day on Wednesday, the Sacramento Kings are highlighting two local girls who are making a difference in the community by paving the way for more female participation in basketball.",https://www.nba.com/kings/nike-game-growers-highlights-local-sacramento-youth,2020-02-07T05:25:47Z,"By: Molly Weber
In honor of National Girls and Women in Sports Day on Wednesday, the Sacramento Kings are highlighting two local girls who are making a difference in the community by paving the way for more female participation in basketball.
This past wint… [+2299 chars]",nba.com,,,,,,,,,,
8,Portland Trail Blazers with 6 3-pointers in the 4th Quarter vs. San Antonio Spurs,Portland Trail Blazers with 6 3-pointers in the 4th Quarter vs. San Antonio Spurs,http://www.nba.com/video/2020/02/07/0021900767-portland-trail-blazers-6-3-pointers-4th-quarter-vs-san-antonio-spurs,2020-02-07T05:04:45Z,,nba.com,highlights,,,,,,,,,
9,LeBron James slams it reverse in the third quarter,LeBron James slams it reverse in the third quarter,http://www.nba.com/video/2020/02/07/0021900768-lebron-james-los-angeles-lakers-houston-rockets-dunk-3q,2020-02-07T05:02:41Z,,nba.com,highlights,,,,,,,,,
10,Shaqtin' A Fool 2019-20: Episode 12,Check out this week's episode of Shaqtin' a Fool.,http://www.nba.com/video/2020/02/06/20200206-inside-nba-shaqtin,2020-02-07T04:56:56Z,,nba.com,,,,,,,,,,
11,LeBron lobs it up to AD in the first quarter,LeBron lobs it up to AD in the first quarter,http://www.nba.com/video/2020/02/06/0021900768-lebron-james-los-angeles-lakers-houston-rockets-assist-1q,2020-02-07T04:44:29Z,,nba.com,highlights,,,,,,,,,
12,Blocked by Whiteside in the third quarter,Blocked by Whiteside in the third quarter,http://www.nba.com/video/2020/02/06/0021900767-hassan-whiteside-portland-trail-blazers-san-antonio-spurs-block-3q,2020-02-07T04:43:41Z,,nba.com,highlights,,,,,,,,,
13,Mario Hezonja running dunk in the second quarter,Mario Hezonja running dunk in the second quarter,http://www.nba.com/video/2020/02/06/0021900767-mario-hezonja-portland-trail-blazers-san-antonio-spurs-dunk-2q,2020-02-07T04:42:11Z,,nba.com,highlights,,,,,,,,,
14,Trent Jr. feeds Swanigan on the layup in the second quarter,Trent Jr. feeds Swanigan on the layup in the second quarter,http://www.nba.com/video/2020/02/06/0021900767-gary-trent-jr-portland-trail-blazers-san-antonio-spurs-assist-2q,2020-02-07T04:41:59Z,,nba.com,highlights,,,,,,,,,
15,Damian Lillard buries a deep three in the first quarter,Damian Lillard buries a deep three in the first quarter,http://www.nba.com/video/2020/02/06/0021900767-damian-lillard-portland-trail-blazers-san-antonio-spurs-3-pointer-1q,2020-02-07T04:41:15Z,,nba.com,highlights,,,,,,,,,
16,3-pointer by Robert Covington in the first quarter,3-pointer by Robert Covington in the first quarter,http://www.nba.com/video/2020/02/06/0021900768-robert-covington-los-angeles-lakers-houston-rockets-3-pointer-1q,2020-02-07T04:24:04Z,,nba.com,highlights,,,,,,,,,
17,Denver Nuggets make two trades at deadline: Twitter reacts,"The Denver Nuggets made two trades this week that saw three players leave the team to be immediately replaced by three new additions in the form of Jordan McRae, Noah Vonleh and Keita Bates-Diop. The three players all have varying levels of experience and occ…",https://www.nba.com/nuggets/news/nuggets-trades-twitter-reacts-020620,2020-02-07T04:23:20Z,"The Denver Nuggets made two trades this week that saw three players leave the team to be immediately replaced by three new additions in the form of Jordan McRae, Noah Vonleh and Keita Bates-Diop. The three players all have varying levels of experience and occ… [+1626 chars]",nba.com,trades,,,,,,,,,
18,Road Trip Ends in Milwaukee,"Snapshot:On the road, facing the top team in the NBA, the 76ers (31-21) fell to the Milwaukee Bucks (44-7), 112-101, Thursday at fiserv.forum. Tobias Harris paced the Sixers with 25 points. Behind a 5-for-6 effort from beyond the arc, he helped fuel a perimet…",https://www.nba.com/sixers/news/road-trip-ends-milwaukee,2020-02-07T04:21:56Z,"Snapshot:
On the road, facing the top team in the NBA, the 76ers (31-21) fell to the Milwaukee Bucks (44-7), 112-101, Thursday at fiserv.forum. 
Tobias Harris paced the Sixers with 25 points. Behind a 5-for-6 effort from beyond the arc, he helped fuel a per… [+1618 chars]",nba.com,,,,,,,,,,
19,EJ's Neat-O Stat | Kenny's All-Star Party,Kenny Smith gives the Inside guys a preview of what's to come at his 2020 All-Star party.,http://www.nba.com/video/2020/02/06/20200206-inside-nba-ejs-neato-stat,2020-02-07T04:07:50Z,,nba.com,,,,,,,,,,
20,Highlights: Giannis Antetokounmpo | Sixers vs. Bucks,Giannis Antetokounmpo (36 points) Highlights vs. Philadelphia 76ers,http://www.nba.com/video/2020/02/06/0021900766-giannis-antetokounmpo-36-points-highlights-vs-philadelphia-76ers,2020-02-07T03:59:06Z,,nba.com,,,,,,,,,,
21,Antetokounmpo cleans up with play in the fourth quarter,Antetokounmpo cleans up with play in the fourth quarter,http://www.nba.com/video/2020/02/06/0021900766-giannis-antetokounmpo-milwaukee-bucks-philadelphia-76ers-dunk-4q,2020-02-07T03:48:12Z,,nba.com,highlights,,,,,,,,,
22,Damian Lillard's Hot Streak,"Portland's Damian Lillard has been on a tear in recent weeks, keeping the Trail Blazers within striking distance of the Playoffs. Portland will head to Utah to face the Jazz on Friday at 10:30 pm ET on ESPN.",http://www.nba.com/video/2020/02/06/damian-lillards-hot-streak,2020-02-07T03:43:53Z,,nba.com,highlights,,,,,,,,,
23,A Day in the Life of Pascal Siakam,An inside look at a day in the life of first time All-Star Pascal Siakam. The Raptors will take on the Indiana Pacers on Friday at 8:00 pm ET on ESPN.,http://www.nba.com/video/2020/02/06/day-life-pascal-siakam,2020-02-07T03:43:52Z,,nba.com,,,,,,,,,,
24,Cleveland Cavaliers Announce New International Partnership with Turkish Non-Profit Yunus Emre Institute (YEE),The NBA Cleveland Cavaliers will celebrate its ties to the country of Turkey when the team hosts its first-ever Turkish Heritage Night April 11th vs the Milwaukee Bucks at Rocket Mortgage FieldHouse.,https://www.nba.com/cavaliers/releases/yunus-emre-institute-200203,2020-02-07T03:41:10Z,The NBA Cleveland Cavaliers will celebrate its ties to the country of Turkey when the team hosts its first-ever Turkish Heritage Night April 11th vs the Milwaukee Bucks at Rocket Mortgage FieldHouse. The special night will be supported by Cavaliers new proud … [+2331 chars],nba.com,,,,,,,,,,
25,Highlights: Tobias Harris | Sixers vs. Bucks,Highlights: Tobias Harris | Sixers vs. Bucks,http://www.nba.com/video/2020/02/06/0021900766-tobias-harris-25-points-highlights-vs-milwaukee-bucks,2020-02-07T03:39:58Z,,nba.com,highlights,,,,,,,,,
26,Detroit Pistons Waive Guard Tim Frazier,The Detroit Pistons announced this evening that the team has requested waivers on guard Tim Frazier.,https://www.nba.com/pistons/news/detroit-pistons-waive-guard-tim-frazier,2020-02-07T03:30:33Z,"The Detroit Pistons announced this evening that the team has requested waivers on guard Tim Frazier.
Frazier, 6-1, 170, averaged 3.6 points, 1.2 rebounds, 3.4 assists in 13.1 minutes through 27 games (11 starts) for the Pistons in 2019-20. Frazier holds care… [+193 chars]",nba.com,,,,,,,,,,
27,Wine & Gold Go BIG at the Deadline,"With minutes remaining before the Trade Deadline's closing bell, the Cavaliers swung for the fences and landed the league's most prolific rebounder -- Andre Drummond -- in a swap with the Pistons.",https://www.nba.com/cavaliers/features/drummond-trade-200206,2020-02-07T03:29:37Z,"Cavaliers Deal for Prolific Pistons Big Man Andre Drummond
by Joe Gabriele (@CavsJoeG) 2/6/20 | Cavs.com
If Cavalier fans were hoping for a big trade at the Deadline, they got one both figuratively and literally. 
Not long before the NBAs Trade Deadline ra… [+4827 chars]",nba.com,,,,,,,,,,
28,"Wizards trade for Robinson, Napier on deadline day","On Thursday, the Wizards made a pair of trade deadline deals, adding guards Jerome Robinson and Shabazz Napier in separate transactions.",https://www.nba.com/wizards/wizards-trade-for-robinson-napier-on-deadline-day,2020-02-07T03:28:53Z,"On Thursday, the Wizards made a pair of trade deadline deals, adding guards Jerome Robinson and Shabazz Napier in separate transactions. Robinson came by way of the Clippers in exchange for Isaiah Thomas and the draft rights to Issuf Sanon as part of a three-… [+5804 chars]",nba.com,trades,,,,,,,,,
29,Philadelphia 76ers with 6 3-pointers in the 4th Quarter vs. Milwaukee Bucks,Philadelphia 76ers with 6 3-pointers in the 4th Quarter vs. Milwaukee Bucks,http://www.nba.com/video/2020/02/06/0021900766-philadelphia-76ers-6-3-pointers-4th-quarter-vs-milwaukee-bucks,2020-02-07T03:28:31Z,,nba.com,highlights,,,,,,,,,
30,"With Drummond trade, Pistons unmistakably move to a course correction","DETROIT – There is no small number of meaningful takeaways to be gleaned by the Andre Drummond trade and its return to the Pistons, but the most significant is this: The rebuilding that a vocal segment of Pistons fans have clamored for is upon us in full flow…",https://www.nba.com/pistons/features/drummond-trade-pistons-unmistakably-move-course-correction,2020-02-07T03:27:29Z,"DETROIT There is no small number of meaningful takeaways to be gleaned by the Andre Drummond trade and its return to the Pistons, but the most significant is this: The rebuilding that a vocal segment of Pistons fans have clamored for is upon us in full flower… [+4127 chars]",nba.com,trades,,,,,,,,,
31,Chicago Bulls vs. New Orleans Pelicans - Game Highlights,Chicago Bulls vs. New Orleans Pelicans - Game Highlights,http://www.nba.com/video/2020/02/06/0021900765-chicago-bulls-vs-new-orleans-pelicans-game-highlights,2020-02-07T03:25:45Z,,nba.com,highlights,,,,,,,,,
32,Bulls have quiet Trade Deadline day,"The Bulls stood firm with their roster by the Thursday NBA Trade Deadline as injuries have made it difficult to evaluate the potential of core players. The winds of change blew through the NBA with the Thursday trade deadline. Former All-Stars, top draft pick…",https://www.nba.com/bulls/features/bulls-have-quiet-trade-deadline-day,2020-02-07T03:25:17Z,"The Bulls stood firm with their roster by the Thursday NBA Trade Deadline as injuries have made it difficult to evaluate the potential of core players.
The winds of change blew through the NBA with the Thursday trade deadline. Former All-Stars, top draft pic… [+7115 chars]",nba.com,trades,,,,,,,,,
33,"Detroit Pistons Acquire Brandon Knight, John Henson And Future Second Round Pick","The Detroit Pistons announced today that the team has acquired guard Brandon Knight, center John Henson and a future second-round pick from the Cleveland Cavaliers in exchange for center Andre Drummond.",https://www.nba.com/pistons/news/pistons-acquire-knight-henson,2020-02-07T03:20:30Z,"The Detroit Pistons announced today that the team has acquired guard Brandon Knight, center John Henson and a future second-round pick from the Cleveland Cavaliers in exchange for center Andre Drummond.
Knight, 6-2, 182, returns to Detroit for his second sti… [+2459 chars]",nba.com,trades,,,,,,,,,
34,Wizards take on Mavericks Friday night in D.C.,"Coming off three days rest, the Wizards (17-32) host the Mavericks (31-20) Friday night at 7:00 P.M.",https://www.nba.com/wizards/wizards-mavericks-preview-020720,2020-02-07T03:19:48Z,"Coming off three days rest, the Wizards (17-32) host the Mavericks (31-20) Friday night at 7:00 P.M. Washington looks to bounce back from a loss to the Warriors while Dallas, who will take on the Wizards without All-Star starter Luka Doncic, is coming off a l… [+4207 chars]",nba.com,highlights,,,,,,,,,
35,CAVALIERS ACQUIRE TWO-TIME NBA ALL-STAR ANDRE DRUMMOND,"The Cleveland Cavaliers have acquired center Andre Drummond from the Detroit Pistons in exchange for guard Brandon Knight, forward John Henson, and a second round pick, Cavaliers General Manager Koby Altman announced on February 6, 2020.",https://www.nba.com/cavaliers/releases/drummond-trade-200206,2020-02-07T03:18:21Z,"CLEVELAND The Cleveland Cavaliers have acquired center Andre Drummond from the Detroit Pistons in exchange for guard Brandon Knight, forward/center John Henson and the less favorable of Cleveland and Golden States 2023 second-round draft picks, Cavaliers Gene… [+2386 chars]",nba.com,trades,,,,,,,,,
36,Ryan Arcidiacono with a Deep 3 vs. New Orleans Pelicans in the fourth quarter,Ryan Arcidiacono with a Deep 3 vs. New Orleans Pelicans in the fourth quarter,http://www.nba.com/video/2020/02/06/0021900765-ryan-arcidiacono-chicago-bulls-new-orleans-pelicans-3-pointer-4q,2020-02-07T03:18:07Z,,nba.com,highlights,,,,,,,,,
37,"Postgame wrap: Pelicans 125, Bulls 119","CHICAGO – In eight days Chicago will host the Rising Stars game at All-Star weekend, but New Orleans showcased a few of its promising young players in advance Thursday, with 19-year-old rookies Zion Williamson and Jaxson Hayes contributing production and high…",https://www.nba.com/pelicans/news/postgame-wrap-pelicans-125-bulls-119,2020-02-07T03:18:05Z,"CHICAGO In eight days Chicago will host the Rising Stars game at All-Star weekend, but New Orleans showcased a few of its promising young players in advance Thursday, with 19-year-old rookies Zion Williamson and Jaxson Hayes contributing production and highli… [+2639 chars]",nba.com,highlights,,,,,,,,,
38,Nikola Vucevic (25 points) Highlights vs. New York Knicks,Nikola Vucevic (25 points) Highlights vs. New York Knicks,http://www.nba.com/video/2020/02/06/0021900764-nikola-vucevic-25-points-highlights-vs-new-york-knicks,2020-02-07T03:11:12Z,,nba.com,highlights,,,,,,,,,
39,Postgame Report: Magic Fall Short at Madison Square Garden,"NEW YORK – As has been the case all season, the Orlando Magic struggled mightily when playing on the second night of a back-to-back set of games. Only this time it was more because of a lack of precision, absent focus and a shaky closing stretch than it was b…",https://www.nba.com/magic/postgame-report-magic-fall-short-madison-square-garden-20200206,2020-02-07T03:07:19Z,"NEW YORK As has been the case all season, the Orlando Magic struggled mightily when playing on the second night of a back-to-back set of games. Only this time it was more because of a lack of precision, absent focus and a shaky closing stretch than it was bec… [+5759 chars]",nba.com,highlights,,,,,,,,,
40,60-Second Recap: New York Knicks vs. Orlando Magic,60-Second Recap: New York Knicks vs. Orlando Magic,http://www.nba.com/video/2020/02/06/0021900764-new-york-knicks-vs-orlando-magic-game-highlights,2020-02-07T03:04:52Z,,nba.com,highlights,,,,,,,,,
41,Milwaukee Bucks with a 14-0 Run vs. Philadelphia 76ers,Milwaukee Bucks with a 14-0 Run vs. Philadelphia 76ers,http://www.nba.com/video/2020/02/06/0021900766-milwaukee-bucks-14-0-run-vs-philadelphia-76ers,2020-02-07T02:42:23Z,,nba.com,highlights,,,,,,,,,
42,Warriors Recall Froward Alen Smailagić from Santa Cruz,"The Golden State Warriors have recalled forward Alen Smailagić from the team’s G League affiliate in Santa Cruz, the team announced today. Smailagić has played in 17 games (15 starts) with Santa Cruz this season, posting averages of 16.3 points, 6.1 rebounds,…",https://www.nba.com/warriors/news/alen-smailagic-recalled-20200206,2020-02-07T02:40:03Z,"The Golden State Warriors have recalled forward Alen Smailagi from the teams G League affiliate in Santa Cruz, the team announced today.
Smailagi has played in 17 games (15 starts) with Santa Cruz this season, posting averages of 16.3 points, 6.1 rebounds, 1… [+213 chars]",nba.com,,,,,,,,,,
43,Barkley: Sixers 'are the Cleveland Browns of the NBA',Barkley: Sixers 'are the Cleveland Browns of the NBA',http://www.nba.com/video/2020/02/06/20200206-inside-charles-barkley-sixers,2020-02-07T02:33:13Z,,nba.com,highlights,,,,,,,,,
44,Charles Barkley: '(Sixers) are Cleveland Browns of the NBA',,http://www.nba.com/video/2020/02/06/20200206-inside-charles-barkley-sixers-0/index.html,2020-02-07T02:33:13Z,,nba.com,highlights,,,,,,,,,
45,Giannis and LeBron pick the reserves,Giannis Antetokounmpo and LeBron James finish the 2020 NBA All-Star draft with their reserves picks.,http://www.nba.com/video/2020/02/06/20200206-inside-nba-all-star-draft-reserves-clone,2020-02-07T02:26:04Z,,nba.com,,,,,,,,,,
46,A bigtime dunk by Aaron Gordon in the third quarter,A bigtime reverse dunk by Aaron Gordon in the third quarter,http://www.nba.com/video/2020/02/06/0021900764-aaron-gordon-new-york-knicks-orlando-magic-dunk-3q,2020-02-07T02:18:55Z,,nba.com,highlights,,,,,,,,,
47,"Hawks Acquire Dewayne Dedmon, Draft Picks From Kings in Exchange For Alex Len and Jabari Parker","ATLANTA — The Atlanta Hawks have acquired center Dewayne Dedmon and two second-round picks from the Sacramento Kings in exchange for center Alex Len and forward Jabari Parker, it was announced today. The two picks that the Hawks will receive are a 2020 second…",https://www.nba.com/hawks/hawks-acquire-dedmon-draftpicks-from-kings-for-len-parker,2020-02-07T02:16:23Z,"ATLANTA The Atlanta Hawks have acquired center Dewayne Dedmon and two second-round picks from the Sacramento Kings in exchange for center Alex Len and forward Jabari Parker, it was announced today. The two picks that the Hawks will receive are a 2020 second-r… [+1861 chars]",nba.com,trades,,,,,,,,,
48,Philadelphia 76ers with 6 3-pointers in the 2nd Quarter vs. Milwaukee Bucks,Philadelphia 76ers with 6 3-pointers in the 2nd Quarter vs. Milwaukee Bucks,http://www.nba.com/video/2020/02/06/0021900766-philadelphia-76ers-6-3-pointers-2nd-quarter-vs-milwaukee-bucks,2020-02-07T02:12:02Z,,nba.com,highlights,,,,,,,,,
49,Kings Acquire Alex Len and Jabari Parker,"The Sacramento Kings have acquired center Alex Len and forward Jabari Parker from the Atlanta Hawks in exchange for center Dewayne Dedmon, a 2020 second-round pick and a 2021 second-round pick.",https://www.nba.com/kings/news/kings-acquire-alex-len-and-jabari-parker,2020-02-07T02:08:43Z,"The Sacramento Kings have acquired center Alex Len and forward Jabari Parker from the Atlanta Hawks in exchange for center Dewayne Dedmon, a 2020 second-round pick and a 2021 second-round pick.
Len, a former fifth overall selection in the 2013 NBA Draft by t… [+1196 chars]",nba.com,trades,,,,,,,,,
50,Vucevic finishes through traffic in the second quarter,Vucevic finishes through traffic in the second quarter,http://www.nba.com/video/2020/02/06/0021900764-nikola-vucevic-new-york-knicks-orlando-magic-2-pointer-2q,2020-02-07T01:52:06Z,,nba.com,highlights,,,,,,,,,
51,Eric Bledsoe goes reverse in the second quarter,Eric Bledsoe goes reverse in the second quarter,http://www.nba.com/video/2020/02/06/0021900766-eric-bledsoe-milwaukee-bucks-philadelphia-76ers-2-pointer-2q,2020-02-07T01:49:29Z,,nba.com,highlights,,,,,,,,,
52,Pat Connaughton putback slam in the first quarter,Pat Connaughton putback slam in the first quarter,http://www.nba.com/video/2020/02/06/0021900766-pat-connaughton-milwaukee-bucks-philadelphia-76ers-dunk-1q,2020-02-07T01:47:03Z,,nba.com,highlights,,,,,,,,,
53,New York Knicks Acquire Harkless and Two Draft Picks,"NEW YORK, NY (February 6, 2020) - The New York Knicks announced today that as part of a three team trade that the team has acquired forward Maurice Harkless (from LA Clippers), the draft rights to guard Issuf Sanon (from Washington), a 2020 first round draft …",https://www.nba.com/knicks/front-office-news/new-york-knicks-acquire-harkless-and-two-draft-picks,2020-02-07T01:41:01Z,"NEW YORK, NY (February 6, 2020) - The New York Knicks announced today that as part of a three team trade that the team has acquired forward Maurice Harkless (from LA Clippers), the draft rights to guard Issuf Sanon (from Washington), a 2020 first round draft … [+1478 chars]",nba.com,trades,,,,,,,,,
54,Memphis Grizzlies acquire Jordan Bell from Houston Rockets,"The Memphis Grizzlies today announced that the team has acquired forward Jordan Bell from the Houston Rockets for forward Bruno Caboclo. In addition, Memphis secured a 2023 second round pick swap with Houston.",https://www.nba.com/grizzlies/news/memphis-grizzlies-acquire-jordan-bell-from-houston-rockets-200206,2020-02-07T01:40:54Z,"The Memphis Grizzlies today announced that the team has acquired forward Jordan Bell from the Houston Rockets for forward Bruno Caboclo. In addition, Memphis secured a 2023 second round pick swap with Houston.
Bell (6-8, 216) holds career averages of 3.7 poi… [+1669 chars]",nba.com,trades,,,,,,,,,
55,Jaxson Hayes attacks the rim in the first quarter,Jaxson Hayes attacks the rim in the first quarter,http://www.nba.com/video/2020/02/06/0021900765-jaxson-hayes-chicago-bulls-new-orleans-pelicans-dunk-1q,2020-02-07T01:36:21Z,,nba.com,highlights,,,,,,,,,
56,Wizards GM Tommy Sheppard on the trade deadline,"On Thursday, in separate deals prior to the 3:00 P.M. trade deadline, the Wizards acquired veteran guard Shabazz Napier from the Nuggets and second-year guard Jerome Robinson from the Clippers.",https://www.nba.com/wizards/wizards-gm-tommy-sheppard-on-the-trade-deadline,2020-02-07T01:36:14Z,"On Thursday, in separate deals prior to the 3:00 P.M. trade deadline, the Wizards acquired veteran guard Shabazz Napier from the Nuggets and second-year guard Jerome Robinson from the Clippers. Washington traded Jordan McRae to the Nuggets and Isaiah Thomas, … [+6645 chars]",nba.com,trades,,,,,,,,,
57,L.A. Clippers Acquire Marcus Morris Sr. in a Three Team Trade,"The L.A. Clippers have acquired forward Marcus Morris Sr. from the New York Knicks and guard Isaiah Thomas from the Washington Wizards in a three-team trade, it was announced today by Clippers President of Basketball Operations, Lawrence Frank.",https://www.nba.com/clippers/la-clippers-acquire-marcus-morris-sr-three-team-trade,2020-02-07T01:36:05Z,"As part of the trade, L.A. will send to New York forward Maurice Harkless, a 2020 first round pick, a protected 2021 first round swap option, and Detroits 2021 second round pick. The Clippers will send guard Jerome Robinson to Washington.
Marcus is a player … [+2352 chars]",nba.com,trades,,,,,,,,,
58,LeBron James Drafts Anthony Davis First for 2020 NBA All-Star Game,"Captains LeBron James selected his roster for the 2020 NBA All-Star Game, as revealed in the NBA All-Star Draft.",https://www.nba.com/lakers/releases/lebron-james-drafts-anthony-davis-first-2020-nba-all-star-game,2020-02-07T01:30:27Z,"Captains LeBron James selected his roster for the 2020 NBA All-Star Game, as revealed in the NBA All-Star Draft.
The Lakers Anthony Davis was selected by James with the first overall pick in the 2020 NBA All-Star Draft. James and Giannis Antetokounmpo drafte… [+2443 chars]",nba.com,all-star,,,,,,,,,
59,Wizards acquire Jerome Robinson from Clippers,The Washington Wizards announced today that they have acquired guard Jerome Robinson from the Los Angeles Clippers as part of a three-team deal. Washington sent guard Isaiah Thomas to the Clippers and the draft rights to Issuf Sanon to New York to complete th…,https://www.nba.com/wizards/wizards-acquire-jerome-robinson-clippers-isaiah-thomas-issuf-sanon,2020-02-07T01:29:05Z,"WASHINGTON, DC The Washington Wizards announced today that they have acquired guard Jerome Robinson from the Los Angeles Clippers as part of a three-team deal. Washington sent guard Isaiah Thomas to the Clippers and the draft rights to Issuf Sanon to New York… [+2249 chars]",nba.com,trades,,,,,,,,,
60,Giannis Antetokounmpo with a nice move to the basket in the first quarter,Giannis Antetokounmpo with a nice move to the basket in the first quarter,http://www.nba.com/video/2020/02/06/0021900766-giannis-antetokounmpo-milwaukee-bucks-philadelphia-76ers-2-pointer-1q,2020-02-07T01:27:00Z,,nba.com,highlights,,,,,,,,,
61,RJ Barrett scoops it in in the first quarter,RJ Barrett scoops it in in the first quarter,http://www.nba.com/video/2020/02/06/0021900764-rj-barrett-new-york-knicks-orlando-magic-2-pointer-1q,2020-02-07T01:20:20Z,,nba.com,highlights,,,,,,,,,
62,Taj Gibson on the fast break in the first quarter,Taj Gibson on the fast break in the first quarter,http://www.nba.com/video/2020/02/06/0021900764-taj-gibson-new-york-knicks-orlando-magic-dunk-1q,2020-02-07T01:18:56Z,,nba.com,highlights,,,,,,,,,
63,Rockets Acquire Bruno Caboclo,"HOUSTON – Houston Rockets General Manager Daryl Morey announced today that the team has acquired forward Bruno Caboclo (cuh-BO-clo) from Memphis in exchange for forward Jordan Bell and future draft considerations.Caboclo (6-9, 218) was originally the 20th ove…",https://www.nba.com/rockets/news/rockets-acquire-bruno-caboclo,2020-02-07T01:16:05Z,"HOUSTON  Houston Rockets General Manager Daryl Morey announced today that the team has acquired forward Bruno Caboclo (cuh-BO-clo) from Memphis in exchange for forward Jordan Bell and future draft considerations.
Caboclo (6-9, 218) was originally the 20th ov… [+688 chars]",nba.com,trades,,,,,,,,,
64,"HEAT Acquire Andre Iguodala, Jae Crowder & Solomon Hill","Your Miami HEAT have acquired three-time NBA Champion Andre Iguodala, Jae Crowder and Solomon Hill from the Memphis Grizzlies in a three-team deal involving the Minnesota Timberwolves in exchange for Justise Winslow, James Johnson and Dion Waiters. Memphis wi…",https://www.nba.com/heat/news/heat-acquire-iguodala-crowder-hill-020620,2020-02-07T01:07:27Z,"Your Miami HEAT have acquired three-time NBA Champion Andre Iguodala, Jae Crowder and Solomon Hill from the Memphis Grizzlies in a three-team deal involving the Minnesota Timberwolves in exchange for Justise Winslow, James Johnson and Dion Waiters. Memphis wi… [+3502 chars]",nba.com,trades,,,,,,,,,
65,"Memphis Grizzlies acquire Justise Winslow, Gorgui Dieng and Dion Waiters in three-team trade with Miami Heat and Minnesota Timberwolves",The Memphis Grizzlies today announced that the team has completed a three-team trade with the Miami Heat and Minnesota Timberwolves. The Grizzlies have acquired forward Justise Winslow and guard Dion Waiters from the Heat as well as center Gorgui Dieng from t…,https://www.nba.com/grizzlies/news/memphis-grizzlies-acquire-justise-winslow-gorgui-dieng-and-dion-waiters-in-three-team-trade-with-miami-heat-and-minnesota-timberwolves-200206,2020-02-07T01:05:51Z,The Memphis Grizzlies today announced that the team has completed a three-team trade with the Miami Heat and Minnesota Timberwolves. The Grizzlies have acquired forward Justise Winslow and guard Dion Waiters from the Heat as well as center Gorgui Dieng from t… [+3291 chars],nba.com,trades,,,,,,,,,
66,Damian Lillard Drafted By LeBron James (Again) For 2020 All-Star Team,"At this point, it's probably safe to say that LeBron James can't get enough of Damian Lillard.",https://www.nba.com/blazers/forwardcenter/damian-lillard-drafted-lebron-james-again-2020-all-star-team,2020-02-07T00:59:43Z,"At this point, it's probably safe to say that LeBron James can't get enough of Damian Lillard.
In what is now the new normal for All-Star team selection, the NBA had the top two vote-getters from each conference -- for the second straight year, those honors … [+2575 chars]",nba.com,all-star,,,,,,,,,
